-3.168334936427432069e+01,3.632539499451265641e+01,9.671815059031692954e+02
-3.597718491118718731e+01,1.636337813259562779e+01,1.253290605958279912e+03
4.352352435635705774e+01,-1.541892093015873577e+01,1.932857344366215557e+03
4.197055084109130263e+01,1.254917338770126101e+01,1.798604879243780715e+03
-2.033438460874349829e+01,1.696732013845297971e+01,3.881363776822204272e+02
2.317715051775478585e+01,-2.449807772064725953e+01,5.552398985765448742e+02
-4.579596631167531484e+01,2.050329090050959024e+01,2.046613387335312382e+03
-2.217420565634475338e+01,-2.366586608969338812e+01,4.645599839435083709e+02
-2.286938050827504654e+01,5.981250291945342745e+00,4.952266308088081246e+02
-1.883313510298546589e+01,-4.684784444704731499e+01,3.308495781255116981e+02
-3.258442423581493586e+01,3.550229163035448465e+01,1.024133564019976575e+03
-4.145434039607952315e+01,3.003772246974582671e+01,1.672035653759482329e+03
-4.670916033721739780e+01,3.542118138230546265e+01,2.130024900458698994e+03
1.882770909627307532e+01,3.030640381390986704e+01,3.682290905751134460e+02
2.011405628366312470e+01,-3.038886098421628645e+01,4.196722043341450217e+02
-3.253719612653505067e+01,7.339792883065542339e-01,1.021427301326886777e+03
3.456779194912312114e+00,-3.907928006461261816e+01,1.029067891106711663e+01
8.962106402948760930e+00,-3.477042719342301069e+01,8.432598989034818260e+01
-3.497808492969498673e+01,-4.597278199227761064e+01,1.183365530161506967e+03
-3.090967696030362433e+01,-4.391939558003880584e-01,9.193923716966568236e+02
9.530175829467063764e+00,3.745436390747783406e+01,9.526566126464206263e+01
-1.379764829201875109e+01,3.967354171240182836e+01,1.717821376146081036e+02
-2.287717760861471206e+01,-1.685346482510689725e+01,4.956206481587310577e+02
-3.140118196265429518e+01,3.366046668102116257e+01,9.495770074790154922e+02
-3.991771121188642724e+01,4.924129382950633982e+01,1.548417557747238334e+03
4.272443106321017581e+01,4.514204282182005556e+01,1.863021891129617416e+03
4.014518533334771888e+01,-8.799208111716048109e+00,1.646736955172690386e+03
-2.078712615797019225e+01,2.224626170107290335e+01,4.062495312577206619e+02
-4.559933822275829840e+01,-4.720081580945851840e+01,2.028551174426899934e+03
-1.028736163118412072e+01,2.472992459785897879e+01,9.042270597087340889e+01
-5.956877119879068871e+00,-2.126052187183308462e+01,2.451983324439990142e+01
-1.579680767295715604e+01,-4.671835280839494686e+01,2.287878389212398531e+02
-1.645481699265692299e+01,2.388348781345602134e+01,2.490726287122822100e+02
-2.093749528051797038e-02,1.775054979632849239e+01,-5.022645378213490552e+00
-3.605288704089958429e+01,-4.535823145372341259e+01,1.258794254210468580e+03
2.986830656114955929e+01,-2.999109230123262293e+01,9.170633325629777346e+02
2.026534626510018811e+01,9.640649788240096996e+00,4.261184501980672508e+02
-7.933600594969999698e+00,4.511753008918135066e+01,5.000174106614970526e+01
-3.432377986653423108e+01,-2.466821112726696796e+01,1.138756615735456080e+03
-3.583386478016738153e+01,-2.456306545253051610e+01,1.242969880427183170e+03
3.953122416320194787e+00,2.783099973026737928e+01,1.479835612120730737e+01
4.689836205539647551e+01,-1.138096239684356625e+01,2.241330125395268169e+03
4.270344466637935454e+01,1.350559118705896822e+01,1.861363238584531928e+03
-7.930501166635204768e+00,1.188846034192218326e+01,4.985049681959193890e+01
-2.625522022952343715e+00,4.002233405707016090e+01,-7.490359715502352689e-01
-1.471549710245040465e+01,-1.746528170888609566e+01,1.967706462434926777e+02
-1.170822948787564144e+01,1.048763214308709735e+01,1.204542922432016212e+02
5.912103030706366447e+00,-2.838330967000952221e+00,3.599618258550080441e+01
6.896674553641546801e+00,-5.629631802268969309e+00,4.942759334122251857e+01
-1.022468402912738128e+01,2.602488914045980195e+01,8.928390897682547234e+01
-5.061702817355831741e+01,3.601196074207687303e+01,2.506448473597209158e+03
3.194270420513567643e+01,-1.953895605827254522e+00,1.047144648259965152e+03
-4.651919727624119361e+01,4.592654036002267759e+01,2.112427488702116989e+03
-3.342436209021334292e+01,9.733324797453695609e+00,1.078834844750144384e+03
-4.270349531104232454e+01,3.503736609388243295e+01,1.775880388081813862e+03
4.257674974574742777e+01,-8.889934216216342833e+00,1.850315489030904700e+03
1.358318406035163228e+01,1.065613332269397162e+01,1.930898736338621404e+02
-9.459170379145101393e+00,2.562974933442596637e+01,7.503664452886084746e+01
-4.627700573216070978e+00,1.615944469384804449e+01,1.185515039284310213e+01
-3.978841851234562199e+01,3.922739423062864006e+01,1.538352929232076121e+03
-2.404747775603915727e+01,1.586726213652125317e+01,5.491978041605750605e+02
-2.796465570128968281e+01,-4.187184482749239578e+01,7.489208257028900562e+02
-4.676551906895203814e+01,-3.213398170760247297e+01,2.135316641577094742e+03
4.247026245080054707e+01,1.669479100743673072e+01,1.841338215893755205e+03
-4.453687464189832212e+01,3.549002386926461838e+01,1.934054980343623811e+03
-1.102126896477693840e+01,3.078993375283488376e+01,1.052997077414889020e+02
-4.279522794989524925e+01,4.629770392752198660e+01,1.783564910942802044e+03
1.484014926576598903e+01,4.014912695650962604e+01,2.301527459360511614e+02
2.389480733426142578e+01,9.841076407696755624e+00,5.897517258236700854e+02
-2.104753029034153400e+01,4.133036986947234936e+01,4.169417219811006703e+02
-4.642998932655400779e+01,-4.418972496862299693e+01,2.104209522448201824e+03
1.786189680099798238e+01,-6.548012394825792892e-01,3.319036300162633779e+02
-2.701623425834947767e+01,-4.857511900872818700e+01,6.981115392619085469e+02
-4.749746933734687815e+01,6.110537055407559315e+00,2.203615326845619165e+03
-2.582422929431890779e+01,3.380879472608182557e+00,6.361206597383092003e+02
-2.153514405598446757e+01,3.925280234676908719e+01,4.373281286475167349e+02
4.604461972654623025e+01,2.116759137249637490e+01,2.161287118956274753e+03
6.306653461340618883e+00,-3.583541746939742012e+01,4.116577397814763373e+01
-2.759507318320063263e+01,3.376170329736097386e+01,7.289521435444703457e+02
4.523517452252058035e+01,1.005777510182262802e+01,2.086314931191961023e+03
4.541883627798737422e+01,4.344924971979597217e+01,2.103256167618923882e+03
-2.554551403392506614e+01,4.520079608016430939e+01,6.219592630261830664e+02
-2.478578722971284876e+01,1.991560240947779192e+01,5.844307338285369724e+02
-3.139735597867578321e+01,1.259653156875850399e+01,9.494084345524538548e+02
1.892504434071382846e+01,1.506032926782421022e+01,3.720224617835338563e+02
-1.405655636143814924e+01,4.457314062232460827e+01,1.784778231054552862e+02
7.978583850346022466e+00,4.426717216925393927e+01,6.660375530841042746e+01
-2.952160485687000246e+01,3.572012295678955951e+01,8.371342013935237674e+02
3.112843338790346248e+00,2.020439287864616418e+01,7.665193667745039185e+00
-3.541786483942613017e+01,-2.429259941407710954e+01,1.214069489833139642e+03
1.706256350411773326e+01,-3.650673576135065446e+01,3.031215104236613342e+02
-1.351508925142414697e+01,-5.378413499876781856e+00,1.641482502209657639e+02
-6.283383585121386616e+00,4.179714956534038350e+00,2.816970973565569025e+01
-1.894609094873076671e+01,3.595997198656377947e+01,3.349115280001918791e+02
-3.774420838249864119e+01,-4.321975667941528343e+01,1.382024504854123506e+03
4.108035339652039397e+01,-1.465490219089994284e+01,1.723812405243058265e+03
-1.138553041667872279e+01,9.938724888910941857e+00,1.131391252862145933e+02
-1.070437331101043110e+00,-5.392998783813550467e+00,-4.963214108677054703e+00
2.718121417114746308e+01,1.461746899414528755e+01,7.610187741078136696e+02
-2.259543700344595507e+01,-2.759647052265814082e+01,4.829438119831568201e+02
