-3.168334936427432069e+01,3.632539499451265641e+01,4.570054402543765804e+01,1.686656848383949026e+01,-1.496291596351142414e+07
-3.597718491118718731e+01,1.636337813259562779e+01,3.884434743854145466e+01,2.769661774803859799e+01,-1.754209119247072935e+07
4.352352435635705774e+01,-1.541892093015873577e+01,-1.005517577609865931e+01,6.877510646932099014e+00,3.191751282687512576e+05
4.197055084109130263e+01,1.254917338770126101e+01,4.306081315657813491e+01,-3.002488892493679273e+01,2.044582938029135391e+07
-2.033438460874349829e+01,1.696732013845297971e+01,-3.166390608338921098e+01,3.130034602326778526e+01,1.070304134352580830e+07
2.317715051775478585e+01,-2.449807772064725953e+01,4.786285096305054054e+01,9.843472550245484953e+00,-2.633221699063247535e+06
-4.579596631167531484e+01,2.050329090050959024e+01,-2.193846489955468115e+01,4.899999828622664211e+01,4.945944163977032155e+07
-2.217420565634475338e+01,-2.366586608969338812e+01,5.008338808110220697e+01,-4.957122078179471703e-01,6.458556791397722918e+03
-2.286938050827504654e+01,5.981250291945342745e+00,1.724930442386426321e+01,-3.831137586443484366e+01,-3.463179815878713038e+06
-1.883313510298546589e+01,-4.684784444704731499e+01,-1.059811043242143747e+01,3.002838620321459828e+01,-8.431497635190134868e+06
-3.258442423581493586e+01,3.550229163035448465e+01,-3.581833506877959650e+01,-2.192951615965857304e+00,1.992645692446115718e+05
-4.145434039607952315e+01,3.003772246974582671e+01,4.190309367868266577e+01,-4.336985194641724917e+01,-9.814292315185327828e+07
-4.670916033721739780e+01,3.542118138230546265e+01,-4.631107022401244677e+01,8.171271429272575659e+00,5.115984563074005768e+06
1.882770909627307532e+01,3.030640381390986704e+01,-1.390227136696277555e+01,-4.564693158859489586e+01,-1.652878394326869585e+07
2.011405628366312470e+01,-3.038886098421628645e+01,2.964487590045432697e+01,-1.360596548780529425e+01,-3.354457739420470316e+06
-3.253719612653505067e+01,7.339792883065542339e-01,-3.163436276554684667e+01,3.415155178878386710e+00,8.820761366014632586e+03
3.456779194912312114e+00,-3.907928006461261816e+01,4.463628802865990508e+01,8.148625987586811448e+00,-4.003827202528434573e+05
8.962106402948760930e+00,-3.477042719342301069e+01,2.309957631814969403e+01,-2.039416699332888427e+01,-2.993890687746674754e+06
-3.497808492969498673e+01,-4.597278199227761064e+01,6.887826734206417001e-01,3.085480388673949292e+01,1.054445362214644440e+06
-3.090967696030362433e+01,-4.391939558003880584e-01,-2.798961209165317499e+01,-2.308535383062822888e+01,-2.023929527785947139e+05
9.530175829467063764e+00,3.745436390747783406e+01,-4.983719708336798959e+01,3.989592669998944530e+01,-2.831483472271675244e+07
-1.379764829201875109e+01,3.967354171240182836e+01,-9.345834257600493800e+00,3.379486862015309612e+01,5.842863997591369785e+06
-2.287717760861471206e+01,-1.685346482510689725e+01,4.177200941265598289e+01,-5.934574300198086405e+00,5.672268408887770493e+05
-3.140118196265429518e+01,3.366046668102116257e+01,1.353085846174379370e+01,2.797076969400791313e+01,-1.118923126754280552e+07
-3.991771121188642724e+01,4.924129382950633982e+01,-1.757513768130836240e+01,-5.207733123838264255e+00,9.368956208627457963e+05
4.272443106321017581e+01,4.514204282182005556e+01,4.119163329030680387e+01,-2.557247170231442723e+01,5.195315312549078465e+07
4.014518533334771888e+01,-8.799208111716048109e+00,-3.122815733164666430e+00,3.740194319182644733e+01,1.543154360754514346e+06
